id;price;region;street_name;room_count;total_square;floor;subway;max_floor;street_number;living_square;kitchen_square
0;545000;Печерський;Городецького архітектора вул.;3;113;4;Хрещатик;6;12;38;59
1;150000;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);2;73;10;Оболонь;25;4в;37;15
2;48700;Дарницький;Бориспільська вул.;2;87;2;Вирлиця;2;61;40;25
7;470000;Шевченківський;Парково-Сирецька вул. (Шамрила Тимофія);5;175;13;Шулявська;24;4в;75;50
8;640000;Печерський;Джона Маккейна вул. (Кудрі Івана);4;160;24;Либідська;24;1б;120;24
9;299000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);3;101;16;Палац Україна;25;39;30;38
10;209000;Печерський;Хрещатик вул.;2;68;7;Театральна;10;27;15;40
11;260000;Голосіївський;Рудницького Степана вул. (Вільямса академіка);5;194,6;15;Виставковий центр;16;3а;110,7;18,7
12;120000;Голосіївський;Велика Васильківська;2;53,7;11;Олімпійська;16;94;32,3;7,6
13;2000000;Печерський;Новоселицька вул.;3;200;7;Видубичі;10;10;130;27
14;239000;Печерський;Грушевського Михайла вул.;3;80;2;Арсенальна;5;9;49;11
15;350000;Печерський;Мазепи Івана вул. (Січневого Повстання);3;85;4;Арсенальна;6;3;57;11
16;450000;Шевченківський;Юрія Іллєнка вул. (Мельникова);3;146;18;Лук'янівська;23;18Б;80;64
17;102500;Святошинський;Берестейський просп. (Перемоги);1;41;11;Нивки;17;67;17;20
18;68000;Дарницький;Драгоманова вул.;1;43;3;Позняки;25;10;19,3;10,2
19;420000;Печерський;Новопечерський пров.;3;115;13;Палац Україна;14;7В;33;24
20;545000;Печерський;Городецького архітектора вул.;3;113;4;Хрещатик;6;12;38;59
21;150000;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);2;73;10;Оболонь;25;4в;37;15
22;48700;Дарницький;Бориспільська вул.;2;87;2;Вирлиця;2;61;40;25
27;470000;Шевченківський;Парково-Сирецька вул. (Шамрила Тимофія);5;175;13;Шулявська;24;4в;75;50
28;640000;Печерський;Джона Маккейна вул. (Кудрі Івана);4;160;24;Либідська;24;1б;120;24
29;299000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);3;101;16;Палац Україна;25;39;30;38
30;209000;Печерський;Хрещатик вул.;2;68;7;Театральна;10;27;15;40
31;260000;Голосіївський;Рудницького Степана вул. (Вільямса академіка);5;194,6;15;Виставковий центр;16;3а;110,7;18,7
32;120000;Голосіївський;Велика Васильківська;2;53,7;11;Олімпійська;16;94;32,3;7,6
33;2000000;Печерський;Новоселицька вул.;3;200;7;Видубичі;10;10;130;27
34;239000;Печерський;Грушевського Михайла вул.;3;80;2;Арсенальна;5;9;49;11
35;350000;Печерський;Мазепи Івана вул. (Січневого Повстання);3;85;4;Арсенальна;6;3;57;11
36;450000;Шевченківський;Юрія Іллєнка вул. (Мельникова);3;146;18;Лук'янівська;23;18Б;80;64
37;102500;Святошинський;Берестейський просп. (Перемоги);1;41;11;Нивки;17;67;17;20
38;68000;Дарницький;Драгоманова вул.;1;43;3;Позняки;25;10;19,3;10,2
39;420000;Печерський;Новопечерський пров.;3;115;13;Палац Україна;14;7В;33;24
42;329000;Шевченківський;Тургенєвська вул.;4;179;4;Вокзальна;20;44;110;18
43;419000;Печерський;Фортечний тупик (Тверський);3;115;12;Печерська;13;7в;33;23
44;152000;Солом'янський;Липківского Василя вул. (Урицького);1;55;13;Вокзальна;25;38;16;23
45;72500;Подільський;Тираспольська вул.;1;41;8;Сирець;16;52;20;13,7
46;450000;Печерський;Іоана Павла II вул. (Лумумби Патріса);3;107;8;Палац Україна;23;6/1;32;44
47;52999;Святошинський;Чорнобильська вул.;2;55,6;12;Академмістечко;16;12А;28,8;8,5
48;126000;Голосіївський;Майкопська вул.;3;120;4;Голосіївська;4;1а;15,9;63
49;92000;Шевченківський;Берестейський просп. (Перемоги);2;46,7;2;Вокзальна;4;5;29,1;5,8
50;780000;Голосіївський;Деміївська вул.;2;173;20;Голосіївська;21;33;60;50
51;60000;Солом'янський;Стадіонна вул.;2;47;6;Вокзальна;16;16/6;26;9
52;79000;Шевченківський;Нагірна вул.;1;62;12;Лук'янівська;18;18/16;45;17
53;450000;Печерський;Орлика Пилипа вул.;3;160;6;Кловська;7;6;60;25
54;100000;Солом'янський;Миколи Голего вул. (Лебедєва-Кумача);3;115;1;Шулявська;14;12;55;12,3
55;182500;Солом'янський;Кучмин Яр пров. (Краснодонський);2;96;2;Вокзальна;5;4;37;32
56;126400;Солом'янський;Кучмин Яр пров. (Краснодонський);2;90,3;2;Вокзальна;5;4;36;32
57;142500;Солом'янський;Кучмин Яр пров. (Краснодонський);2;95;2;Вокзальна;5;4;33,6;37,9
58;230000;Печерський;Старонаводницька вул.;3;127;8;Печерська;25;6Б;74;19
59;230000;Печерський;Старонаводницька вул.;3;128;8;Печерська;21;6Б;74;19
60;495000;Шевченківський;Бульварно-Кудрявська вул. (Воровського);3;121;14;Університет;24;21;49;33
61;149000;Печерський;Миколи Міхновського бульв. (Дружби Народів);2;63,32;16;Звіринецька;25;13а;36;16
62;114000;Печерський;Лютеранська вул.;1;51;4;Хрещатик;5;6Б;32;7
64;475000;Печерський;Новоселицька вул.;3;126;3;Видубичі;9;10;69;17
65;220000;Солом'янський;Мокра вул. (Кудряшова);3;130;24;Вокзальна;25;20;69;15
67;450000;Печерський;Миколи Міхновського бульв. (Дружби Народів);5;200;15;Звіринецька;18;14-16;106;14
68;699000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;155;14;Звіринецька;19;17Б;50;25
70;450000;Печерський;Іоана Павла II вул. (Лумумби Патріса);3;107;8;Палац Україна;24;6/1;80;10
71;340000;Дарницький;Трускавецька вул.;3;104;16;Осокорки;25;2А;60;20
72;263000;Дарницький;Дніпровська наб.;2;93;23;Осокорки;25;18б;55;11
73;138000;Печерський;Бастіонна вул.;3;85;3;Звіринецька;11;15;59,1;5,8
74;210000;Дарницький;Княжий Затон вул.;4;145;7;Осокорки;26;21;100;15
76;420000;Шевченківський;Берестейський просп. (Перемоги);4;133,8;4;Шулявська;9;42;60;20
77;105000;Святошинський;Львівська вул.;1;42,8;2;Житомирська;22;15;13,9;14,9
79;265000;Шевченківський;салютна;3;99,4;12;Нивки;15;2к.1;40;25
80;80000;Подільський;Верхній Вал вул.;2;31;1;Контрактова площа;3;40В;17;12
81;220000;Печерський;Князів Острозьких вул. (Московська);3;109;18;Печерська;24;46/2;62;18
82;1150000;Печерський;Саперне Поле вул.;4;160;2;Палац Україна;15;5;85;45
83;80480;Голосіївський;Тетерівська вул. (Іртишська);2;54,2;2;Деміївська;6;20;30,7;9,4
84;1199000;Печерський;Садово-Ботанічна вул. (Тимирязевская);4;199;3;Видубичі;7;46;90;50
85;199000;Дарницький;Срібнокільська вул.;3;121,6;20;Позняки;26;3в;77;12
86;340000;Печерський;Інститутська вул.;6;178,8;5;Арсенальна;6;19;122,8;6,5
87;700000;Печерський;Андрія Верхогляда вул. (Драгомирова);4;160;5;Звіринецька;30;11;87;18
89;180000;Шевченківський;Берестейський просп. (Перемоги);3;66,2;20;Політехнічний інститут;23;26;30,1;29,9
90;86000;Дарницький;Урлівська вул.;2;73;15;Осокорки;25;36;29,4;14,2
91;520000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;105;4;Звіринецька;22;17Б;43;33
92;520000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;105;4;Звіринецька;24;17Б;70;20
93;95000;Шевченківський;Дегтярівська вул.;1;41;3;Лук'янівська;24;17;14,7;16,5
94;700000;Печерський;Іоана Павла II вул. (Лумумби Патріса);2;92;8;Звіринецька;33;12;40;20
95;169900;Оболонський;Оболонський просп.;2;82;13;Оболонь;14;6-А;33;30
96;1650000;Дарницький;Трускавецька вул.;3;276;23;Осокорки;23;10Г;128;40
97;104900;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;72;11;Мінська;16;27-А;45;12
100;650000;Печерський;Саперне Поле вул.;4;150;3;Палац Україна;15;3;54;46
101;369000;Подільський;Воздвиженська вул.;3;151;2;Контрактова площа;4;40;90;15
102;76000;Оболонський;Богатирська вул.;1;36;19;Героїв Дніпра;25;6А;16;15
103;360000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);3;124,6;5;Палац Україна;21;39;49,7;39,3
105;80000;Шевченківський;Шолуденка вул.;1;37,27;13;Лук'янівська;16;30;13,95;9,42
106;1650000;Дарницький;Трускавецька вул.;3;276;23;Осокорки;23;10Г;128;40
107;316000;Печерський;Предславинська вул.;2;81;7;Либідська;9;57;18;42
109;143000;Шевченківський;Кудрявська вул.;3;76;4;Контрактова площа;15;24а;42,3;13,6
110;180000;Печерський;Городецького архітектора вул.;2;70;5;Хрещатик;7;11б;46,5;8,4
111;250000;Дарницький;Зарічна вул.;4;100;22;Славутич;26;4к2;60;37
112;370000;Голосіївський;Антоновича вул. (Горького);1;80;19;Олімпійська;24;44;26;28
114;300000;Дніпровський;Микільсько-Слобідська вул.;3;97;25;Лівобережна;33;1;53;18
115;143000;Шевченківський;Кудрявська вул.;3;76;4;Контрактова площа;15;24а;40;14
116;195000;Дарницький;Григоренка Петра просп.;3;125;21;Позняки;25;23;50;35
117;73500;Подільський;Полкова вул.;2;51;6;Сирець;9;55;30;8
118;73500;Подільський;Полкова вул.;2;51;6;Сирець;9;55;30;7,6
119;73500;Подільський;Полкова вул.;2;51,5;6;Сирець;9;55;36,5;7,6
120;70000;Голосіївський;Маричанська вул. (Бубнова Андрія);3;55,6;1;Голосіївська;5;8;42,2;6
121;170000;Печерський;Богомольця академіка вул.;2;84;4;Кловська;4;7/14;50;13,1
123;415000;Печерський;Предславинська вул.;2;84;15;Либідська;21;53;40;20
125;97500;Дніпровський;Соборності просп. (Возз'єднання);1;47;21;Лівобережна;34;30;20;10
126;97500;Дніпровський;Соборності просп. (Возз'єднання);1;47;23;Лівобережна;34;30;19;13
127;300000;Печерський;Джона Маккейна вул. (Кудрі Івана);1;59;8;Либідська;9;1а;25;25
128;550000;Подільський;Щекавицька вул.;4;165;3;Контрактова площа;9;30/39;109;20
129;288400;Печерський;Василя Тютюнника вул. (Барбюса Анрі);1;82;20;Палац Україна;25;37/1;55;15
130;89000;Подільський;Тираспольська вул.;1;42;12;Сирець;16;54;25;12
131;780000;Голосіївський;Демеевская;3;173;20;Голосіївська;21;33;60;50
132;232000;Шевченківський;Костьольна вул.;3;92,8;3;Майдан Незалежності;7;10;50;10
133;85000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;38,7;6;Васильківська;16;24Б;15,3;12
134;180000;Печерський;Городецького архітектора вул.;3;70;5;Хрещатик;7;11б;40;10
138;58000;Дарницький;Бориспільська вул.;2;53;8;Червоний хутір;16;34;30;8
140;450000;Оболонський;Оболонська наб.;3;130;3;Оболонь;5;15;74;28
142;127000;Шевченківський;Ростиславська  вул. (Рибалка маршала);1;49;14;Лук'янівська;27;5Б;22;12
143;59990;Дарницький;Софії Русової вул.;1;41,1;6;Осокорки;25;1;17,3;7,3
144;110000;Голосіївський;костанайська;2;61,4;6;Деміївська;16;13;31,9;9,9
145;850000;Голосіївський;Антоновича вул. (Горького);2;140;24;Олімпійська;25;44;60;30
147;239000;Шевченківський;Січових Стрільців вул. (Артема);4;90;4;Золоті Ворота;5;9в;45;33
148;89000;Святошинський;Берестейський просп. (Перемоги);1;45;2;Нивки;16;67б;16;12
149;352000;Печерський;Буслівська вул.;3;121,7;14;Видубичі;18;12;100;21,7
150;120000;Шевченківський;Ґарета Джонса вул. (Сім'ї Хохлових);2;55,2;5;Дорогожичі;8;8;15;25
151;135000;Дніпровський;Микільсько-Слобідська вул.;3;105;19;Лівобережна;26;10;52;15
152;375000;Печерський;Саперне Поле вул.;3;92;5;Палац Україна;14;3;50;20
153;77000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;39;3;Васильківська;24;24б;15;12
154;75000;Дніпровський;Дмитра Багалія вул. (Пожарського);3;78,3;1;Чернігівська;12;8А;46,2;8,3
155;170000;Печерський;Богомольця академіка вул.;2;84;4;Кловська;4;7/14;48,5;13
156;1700000;Подільський;Андріївський узвiз;5;268;4;Поштова площа;5;32а;100;25
157;98500;Святошинський;Берестейський просп. (Перемоги);1;42;9;Нивки;14;67;20;15
158;229900;Печерський;Ковпака вул.;3;111,7;14;Либідська;25;17;60;13,5
159;121000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;2;Васильківська;21;24;17;20
160;100000;Святошинський;Берестейський просп. (Перемоги);1;45;14;Нивки;17;65д;25;15
161;760000;Печерський;Саперне Поле вул.;3;124;6;Палац Україна;15;5А;34,5;45,4
163;135000;Печерський;Лесі Українки бульв.;3;58;9;Печерська;10;15а;40;18
164;90000;Дарницький;Мишуги Олександра вул.;3;74;4;Позняки;16;3;43;10
167;51900;Шевченківський;Українська вул.;1;40;17;Сирець;22;6;20;10
168;845000;Печерський;Саперне Поле вул.;4;150;15;Палац Україна;15;3;72,8;22,6
171;117000;Шевченківський;Дмитрівська вул.;1;50;7;Лук'янівська;24;82;25;14
172;35000;Подільський;Івана Виговського вул. (Гречка маршала);1;29,4;3;Сирець;5;8-А;15;7
174;116000;Шевченківський;Дмитрівська вул.;1;47,8;7;Лук'янівська;25;82;22,3;13,2
175;130000;Голосіївський;Казимира Малевича вул. (Боженка);3;63;4;Либідська;9;111;42;6,3
176;530000;Печерський;Ділова вул.;3;104;9;Олімпійська;25;1/2;60;34
177;530000;Печерський;Ділова вул.;3;104,2;9;Олімпійська;24;1/2;60;34
181;86900;Святошинський;Берестейський просп. (Перемоги);1;37;7;Нивки;15;65б;16;12
182;87900;Святошинський;Берестейський просп. (Перемоги);1;38;7;Нивки;15;67г;16;12
183;215000;Печерський;Грушевського Михайла вул.;2;75;4;Арсенальна;4;28/2;30;20
184;640000;Печерський;Саперне Поле вул.;2;150;14;Палац Україна;15;3;120;30
185;845000;Печерський;Саперне Поле вул.;4;151;15;Палац Україна;16;3;100;22
186;370000;Печерський;Фортечний тупик (Тверський);2;77;3;Печерська;18;7б;50;20
187;215000;Печерський;Грушевського Михайла вул.;3;80;4;Арсенальна;4;28/2;45;25
188;135000;Дніпровський;Микільсько-Слобідська вул.;3;105;19;Лівобережна;26;10;52;13
190;340000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;97;10;Голосіївська;25;60;39;21
191;36000;Дніпровський;Русанівський бульв.;1;32;1;Лівобережна;8;6;18;5
192;250000;Голосіївський;Голосіївська вул.;3;115;16;Деміївська;25;13А;70;20
193;380000;Голосіївський;Деміївська вул.;3;100;15;Голосіївська;23;33;50;20
194;61900;Шевченківський;Теліги Олени вул.;2;45;2;Дорогожичі;5;37;30;7
195;73000;Оболонський;Левка Лук'яненка вул. (Маршала Тимошенка);3;61;7;Мінська;12;2Б;40;8
197;400000;Печерський;Болсуновська вул. (Струтинського);3;127;17;Звіринецька;28;2;83;44
198;65000;Печерський;Соловцова Миколи вул.;2;46;1;Видубичі;6;2;20;14
199;45000;Шевченківський;Данила Щербаківського вул. (Щербакова);2;43,2;3;Нивки;5;48;28;6,5
200;629000;Печерський;Мечникова вул.;2;105;6;Кловська;11;11А;36,2;41
201;137000;Солом'янський;Борщагівська вул.;2;70,1;10;Шулявська;16;152а;15,9;22
205;210000;Шевченківський;Бульварно-Кудрявська вул. (Воровського);3;80;11;Золоті Ворота;19;17;35,8;17,1
206;650000;Печерський;Лесі Українки бульв.;3;86;5;Кловська;39;7В;50;16
207;61900;Шевченківський;Теліги Олени вул.;2;45;2;Дорогожичі;5;37;27;6
208;400000;Печерський;Ділова вул.;4;160;21;Олімпійська;25;2б;100;35
209;135000;Голосіївський;Антоновича вул. (Горького);2;55,4;23;Палац Україна;33;136-138;19;20
210;175000;Печерський;Предславинська вул.;2;45;5;Либідська;9;55;19;20
211;82999;Печерський;Підвисоцького професора вул.;2;46;2;Звіринецька;5;3а;18;15
212;83000;Печерський;Підвисоцького професора вул.;2;45;2;Звіринецька;5;3а;18;17
214;118000;Шевченківський;Рейтарська вул.;2;58,6;3;Золоті Ворота;4;35;36,7;6,4
215;149000;Голосіївський;Заболотного академіка вул.;3;92;28;Іподром;34;1а;40;25
216;154000;Голосіївський;Коломийський пров.;2;75;8;Васильківська;16;17/31а;40;15
217;3430000;Печерський;Печерський узвiз;2;46;1;Кловська;5;11;28;6
218;89999;Печерський;Печерський узвiз;2;46;1;Кловська;5;11;25;15
220;88000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);2;64;22;Виставковий центр;23;32б;33,2;14
221;132000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);2;75;22;Виставковий центр;23;32а;38;18
223;145000;Дарницький;Центральна вул.;2;85,4;6;Славутич;10;21а;41;21
224;180000;Голосіївський;Коломийський пров.;2;84;13;Васильківська;26;17/31;46;17,8
225;215000;Печерський;Ковпака вул.;3;111,7;7;Либідська;25;17;37,1;43,7
227;310000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;81;19;Звіринецька;24;2А;35;15
229;250000;Печерський;Євгена Коновальця вул. (Щорса);3;153;23;Печерська;27;44а;105;47
230;260000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);3;73,3;10;Палац Україна;23;28а;36;14
232;760000;Печерський;Саперне Поле вул.;3;122;6;Палац Україна;14;5а;77;30
233;90000;Печерський;Кловський узвiз;1;46;1;Кловська;5;11;20;15
234;77000;Дніпровський;Воскресенська вул.;1;52;24;Дарниця;25;12Б;20;17
235;59000;Печерський;Бастіонна вул.;1;30;3;Звіринецька;5;13;15;7
236;125000;Оболонський;Прирічна вул.;3;68;3;Мінська;9;5;35;8
237;800000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;180;20;Звіринецька;20;20;80;40
238;270000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;85;5;Звіринецька;30;17;45;20
239;115000;Солом'янський;Чоколівський бульв.;3;90;7;Політехнічний інститут;14;40;46;30,08
240;650000;Печерський;Іоана Павла II вул. (Лумумби Патріса);4;145;21;Палац Україна;31;12;75;30
241;95900;Печерський;Василя Тютюнника вул. (Барбюса Анрі);3;68;5;Олімпійська;5;5;46,6;7,1
242;210000;Шевченківський;Пирогова вул.;2;68,5;5;Університет;7;2;42,4;8,8
243;1199000;Печерський;Садово-Ботанічна вул. (Тимирязевская);4;199;3;Видубичі;7;46;90;50
244;280000;Шевченківський;Берестейський просп. (Перемоги);2;60;15;Шулявська;23;42;12;25
245;209000;Печерський;Хрещатик вул.;2;74;10;Театральна;11;27;49;16
246;374900;Шевченківський;Гоголівська вул.;3;157;13;Лук'янівська;14;47;70;30
247;210000;Дарницький;Чавдар Єлизавети вул.;4;153;13;Осокорки;25;2;80;16
248;45500;Голосіївський;Лобановського просп.;1;28,7;2;Деміївська;9;196;15,4;6
249;122000;Дарницький;Бажана Миколи просп.;3;95;8;Осокорки;20;10;57;14
251;65000;Шевченківський;Коперника вул.;2;45,3;2;Лук'янівська;5;27;30;7,5
252;63500;Дарницький;Вишняківська вул.;1;37;4;Харківська;27;4;18;5
253;71999;Дніпровський;Ентузіастів вул.;3;62;1;Лівобережна;9;15;30;6
254;193434;Печерський;Шота Руставелі вул.;3;79;3;Палац Спорту;5;32;56;8
255;79900;Шевченківський;Білоруська вул.;2;60;3;Лук'янівська;5;30;32;9
256;1350000;Печерський;Новоселицька вул.;5;289,6;2;Видубичі;5;4;142;36
259;120000;Подільський;Костянтинівська;2;79;3;Тараса Шевченка;6;34;52;15
260;120000;Подільський;Костянтинівська вул.;2;79;3;Тараса Шевченка;6;34;52;15
261;120000;Голосіївський;Паньківська вул.;1;30;14;Університет;24;20/82;20;10
264;122700;Шевченківський;Ґарета Джонса вул. (Сім'ї Хохлових);1;55,8;10;Дорогожичі;22;12;16,3;22,9
265;110000;Шевченківський;Ґарета Джонса вул. (Сім'ї Хохлових);1;50,1;8;Дорогожичі;22;12;12,6;20,6
266;120000;Подільський;Костянтинівська вул.;2;79;3;Тараса Шевченка;6;34;40;15
267;64999;Оболонський;Оболонський просп.;1;34;8;Мінська;16;18в;17;8
268;46000;Дніпровський;Леоніда Каденюка просп. (Гагаріна Юрія);3;56,1;1;Дарниця;5;3а;38,5;6,2
271;65000;Дарницький;Урлівська вул.;1;42,6;12;Осокорки;22;19;17,3;14,1
272;289000;Печерський;Панаса Мирного вул.;3;179;14;Кловська;27;17;100;20
273;59999;Дарницький;Вишняківська вул.;1;48;3;Харківська;16;11;20;14
275;185000;Шевченківський;Сікорського Ігоря вул. (Танкова);3;87;22;Берестейська;25;4г;39,3;12,7
276;153000;Печерський;Лютеранська вул.;1;46;3;Хрещатик;5;6;17;13
278;149999;Печерський;Іоана Павла II вул. (Лумумби Патріса);3;75;4;Звіринецька;5;15;31;32
279;65000;Деснянський;Ореста Левицького вул. (Курчатова академіка);3;60;8;Лісова;9;18;29;8
280;52500;Солом'янський;Метробудівська вул.;2;45,4;3;Берестейська;5;7;28,8;5,9
282;190000;Подільський;Сікорського Ігоря вул. (Танкова);3;87;22;Сирець;24;4-6;64;18
283;195000;Голосіївський;Антоновича вул. (Горького);3;111;10;Палац Україна;10;109;50,6;24,2
284;118000;Дарницький;Осокорська вул.;1;49,1;8;Славутич;25;2а;15,6;22,6
285;400000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;114;15;Звіринецька;22;20;60;14
286;110000;Дарницький;Чавдар Єлизавети вул.;2;77,2;25;Осокорки;25;4;31,6;11,7
287;130000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;42;12;Васильківська;21;28-Е;12,5;17
290;62000;Дарницький;Драгоманова вул.;2;54;2;Позняки;10;42а;30;8
291;50000;Оболонський;Героїв Дніпра вул.;1;33;6;Героїв Дніпра;9;64;17;7
292;47000;Оболонський;Північна вул.;1;37;3;Героїв Дніпра;9;2г;19;8
296;220000;Голосіївський;Антоновича вул. (Горького);2;100;10;Палац Україна;25;109;36;32
297;280000;Шевченківський;Золотоустівська вул.;2;75;3;Вокзальна;12;30;30;25
298;95000;Подільський;Нижній Вал вул.;2;69;5;Контрактова площа;12;27-29;45;14
299;107000;Дарницький;Вишняківська вул.;3;94;9;Харківська;14;13а;48;16
300;74500;Шевченківський;Салютна вул.;1;36;7;Нивки;8;2;12;10
301;135000;Голосіївський;Ясинуватський пров.;2;75,3;2;Деміївська;25;10;35;20
304;236900;Шевченківський;Берестейський просп. (Перемоги);3;103;7;Політехнічний інститут;24;26;64;13,3
305;78000;Дніпровський;Ентузіастів вул.;2;51;7;Лівобережна;9;7/2;28;8
307;77000;Дарницький;Руденко Лариси вул.;2;54,8;9;Позняки;20;3б;29;8,2
309;154500;Печерський;Іоана Павла II вул. (Лумумби Патріса);3;75;4;Звіринецька;5;15;31;33
312;33000;Дарницький;Миколи Хвильового вул.;1;39,7;12;Червоний хутір;25;3а;25;10
313;694000;Печерський;Кропивницького вул.;4;266;13;Палац Спорту;16;10;107;88
314;57600;Печерський;Михайла Бойчука вул. (Кіквідзе);1;37,6;2;Звіринецька;4;31;21,7;7,5
316;103000;Святошинський;Котельникова Михайла вул.;2;79,1;14;Святошин;19;1;40,6;16,5
318;118000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;17;Васильківська;19;26-В;13;15
319;317500;Дарницький;Трускавецька вул.;3;127;20;Осокорки;24;10г;80;20
320;535000;Печерський;Ділова вул.;4;107;21;Олімпійська;24;1/2;56;26
322;250000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;83;11;Звіринецька;16;14;50;20
323;373000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;91;12;Звіринецька;19;1-20А;50;20
324;165000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;55;12;Звіринецька;18;20;20;15
325;195000;Шевченківський;Глибочицька вул.;3;104;13;Лук'янівська;23;32-Б;37;42
326;285000;Печерський;Князів Острозьких вул. (Московська);3;94;4;Печерська;17;46/2;50;20
327;100000;Печерський;Князів Острозьких вул. (Московська);2;58;4;Арсенальна;5;37/2;32,6;8,2
328;470000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;135;4;Звіринецька;18;14;75;20
329;210000;Печерський;Новопечерський пров.;3;77;3;Палац Україна;14;5;38,3;20
330;1000000;Шевченківський;Берестейський просп. (Перемоги);3;128;19;Шулявська;23;42;50;40
331;50000;Святошинський;Приладний пров.;1;35;3;Академмістечко;24;10В;18;5
332;90000;Голосіївський;Антоновича вул. (Горького);3;68;3;Либідська;12;162;53;9
333;77600;Подільський;Тираспольська вул.;1;47;14;Сирець;16;52;26;8
334;279000;Шевченківський;Бульварно-Кудрявська вул. (Воровського);2;68;11;Золоті Ворота;19;17;33;16
335;299000;Дніпровський;Туманяна Ованеса вул.;4;145;12;Лівобережна;25;15а;75;24
336;125000;Дарницький;Дніпровська наб.;1;47;24;Славутич;26;15к;20;14
337;65000;Голосіївський;Виставкова вул. (Потєхіна полковника);1;39;13;Васильківська;14;4;20;7
338;75000;Дніпровський;Будівельників вул.;1;46,06;10;Дарниця;13;30а;16;14
340;83900;Дніпровський;Верховної Ради бульв.;3;57;3;Чернігівська;5;25;39,8;6,1
341;750000;Печерський;Іоана Павла II вул. (Лумумби Патріса);4;124;31;Звіринецька;31;12;70;37
342;534999;Печерський;Ділова вул.;4;107;21;Олімпійська;24;1/2;55;24
343;50000;Оболонський;Героїв Дніпра вул.;1;35;6;Героїв Дніпра;9;64;16,9;7
344;62000;Дарницький;Драгоманова вул.;2;54;2;Позняки;10;42А;30;8
345;47000;Оболонський;Північна вул.;1;36;3;Героїв Дніпра;9;2г;14;7,5
346;198000;Дарницький;Осокорська вул.;3;85;2;Славутич;26;2а;30;25,4
347;115000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;36;21;Звіринецька;30;14а;20;7
348;154000;Шевченківський;Сікорського Ігоря вул. (Танкова);3;71;10;Берестейська;22;1;37;10
349;154000;Шевченківський;Сікорського Ігоря вул. (Танкова);2;71;10;Берестейська;24;1;29;19
350;190000;Печерський;Саперне Поле вул.;2;71;10;Либідська;22;14/55;30;15
351;190000;Печерський;Саперне Поле вул.;2;73;10;Либідська;22;14/55;40;15
352;94000;Печерський;Кловський узвiз;3;61;7;Кловська;9;12а;43,9;5,5
356;107000;Голосіївський;Заболотного академіка вул.;1;42;33;Теремки;34;1б;12;17
357;77900;Шевченківський;Дегтярівська вул.;3;56;3;Шулявська;5;43/1;30;15
360;185000;Шевченківський;Тургенєвська вул.;2;75;8;Лук'янівська;8;64-68;33;15
361;63000;Дарницький;Ревуцького вул.;1;41;6;Харківська;25;40в;15,1;10,3
362;110000;Голосіївський;Заболотного академіка вул.;2;41,5;33;Теремки;34;1Б;21;17
363;149500;Печерський;Андрія Верхогляда вул. (Драгомирова);1;62;3;Звіринецька;19;19А;30;25
364;85000;Дарницький;Чернігівська вул.;3;70;18;Вирлиця;23;8;48;15
369;145000;Печерський;Звіринецька вул.;2;85;13;Видубичі;24;72;38;27
372;77900;Шевченківський;Дегтярівська вул.;3;56;3;Шулявська;5;43/1;34;15
373;88900;Голосіївський;Голосіївський просп. (40-річчя Жовтня);1;49,2;6;Виставковий центр;26;95а;12;18
374;59000;Святошинський;Берестейський просп. (Перемоги);1;37;5;Нивки;12;67;18;10
375;90000;Дарницький;Малоземельна вул.;1;45;10;Славутич;10;75А;18;17
376;114000;Дніпровський;Краківська вул.;2;46;12;Чернігівська;25;27а;28;5
379;315000;Печерський;Банкова вул.;3;90;4;Хрещатик;7;3;57,7;8,1
380;118000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;11;Васильківська;21;26;26;13
381;148000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);2;62;16;Васильківська;21;26Б;26;17
