id;price;region;street_name;room_count;total_square;floor;subway;max_floor;street_number;living_square;kitchen_square
9053;157000;Дарницький;Бажана Миколи просп.;3;97;7;Харківська;16;26;62;12
9054;295000;Оболонський;Оболонский проспект;2;85,74;8;Мінська;27;26;43,25;25,17
9055;150000;Святошинський;Котельникова Михайла вул.;2;79,2;12;Святошин;19;1;38;19,2
9056;85000;Святошинський;Ірпінська вул.;3;71,8;6;Академмістечко;10;62А;41,8;7,4
9058;145000;Шевченківський;Шолуденка вул.;2;67;10;Лук'янівська;26;30;33;20,6
9061;95000;Дніпровський;Дарницький бульв.;2;70;15;Дарниця;25;8;42;10
9063;43000;Святошинський;Наумова генерала вул.;2;46;5;Академмістечко;9;23;28;6
9064;720000;Дарницький;Дніпровська наб.;3;250;23;Осокорки;23;14б;75;68
9065;190000;Печерський;Предславинська вул.;1;46,2;11;Либідська;11;44;15,7;21
9068;70000;Печерський;Лесі Українки бульв.;1;31,4;8;Печерська;9;24;15,6;6,6
9071;380000;Шевченківський;Януша Корчака вул. (Баумана);3;209;14;Берестейська;15;25;62;40
9074;66990;Дарницький;Вірменська вул.;2;54;9;Вирлиця;25;8;23;25
9075;89000;Дніпровський;Георгія Нарбута просп. (Визволителів);2;65;19;Лівобережна;26;1А;31;9
9076;240000;Солом'янський;Єреванська вул.;4;144;4;Політехнічний інститут;10;18А;93;16
9079;115000;Шевченківський;Ґарета Джонса вул. (Сім'ї Хохлових);1;48;5;Дорогожичі;20;12;13;22
9080;37000;Шевченківський;Теліги Олени вул.;2;42;1;Дорогожичі;5;23А;27;9
9082;220000;Подільський;Сергія Данченка вул.;4;145;6;Сирець;6;10;88;35
9083;160000;Оболонський;Оболонський просп.;3;98;12;Мінська;16;22В;54;15
9084;42500;Оболонський;Степана Бандери просп. (Московський);1;43;7;Почайна;25;22;20;17
9085;42500;Оболонський;Степана Бандери просп. (Московський);1;43;7;Почайна;25;14б;20;17
9086;73000;Святошинський;Палладіна академіка просп.;2;52;1;Академмістечко;10;24;30;8
9087;59999;Оболонський;Оболонський просп.;2;51;3;Героїв Дніпра;9;31;30;11,1
9088;560000;Печерський;Джона Маккейна вул. (Кудрі Івана);4;152;21;Либідська;24;7;100;35
9089;205000;Печерський;Джона Маккейна вул. (Кудрі Івана);2;52;12;Либідська;24;7;18;14
9090;153240;Печерський;Андрія Верхогляда вул. (Драгомирова);1;51,08;8;Звіринецька;22;19а;16,79;16,09
9092;145000;Дарницький;Зарічна вул.;2;106,22;12;Славутич;25;8;45;32
9093;630000;Печерський;Болсуновська вул. (Струтинського);3;160;24;Звіринецька;28;2;90;30
9094;155000;Дарницький;Княжий Затон вул.;3;110;14;Осокорки;17;16Б;45;28
9095;3805400;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;63,9;18;Виставковий центр;23;32-Б;33;13,9
9100;105000;Печерський;Мечникова вул.;1;43;5;Кловська;5;7;27;6
9101;135000;Дніпровський;Евгения Сверстюка;1;50;15;Лівобережна;26;6Е;16;18
9102;105000;Печерський;Мечникова вул.;2;43;5;Кловська;5;7;26,8;6
9103;3200000;Голосіївський;Глушкова академіка просп.;2;61,51;17;Теремки;25;42;33;13
9104;3200000;Голосіївський;Глушкова академіка просп.;2;61,51;19;Теремки;25;42;33;13
9105;3200000;Голосіївський;Глушкова академіка просп.;2;61,51;21;Теремки;25;42;33;13
9106;3200000;Голосіївський;Глушкова академіка просп.;2;61;23;Теремки;25;42;33;13
9107;3210000;Голосіївський;Глушкова академіка просп.;2;62;13;Теремки;25;42;34;12
9108;3210000;Голосіївський;Глушкова академіка просп.;2;62;16;Теремки;25;42;34;12
9109;3210000;Голосіївський;Глушкова академіка просп.;2;62;18;Теремки;25;42;34;12
9110;3210000;Голосіївський;Глушкова академіка просп.;2;62;20;Теремки;25;42;34;12
9111;3210000;Голосіївський;Глушкова академіка просп.;2;62;20;Теремки;25;42;34;12
9112;3210000;Голосіївський;Глушкова академіка просп.;2;62;24;Теремки;25;42;34;12
9113;3230000;Голосіївський;Глушкова академіка просп.;2;62;22;Теремки;25;42;31;17
9114;3230000;Голосіївський;Глушкова академіка просп.;2;62;23;Теремки;25;42;31;17
9115;56000;Печерський;Михайла Бойчука вул. (Кіквідзе);1;27;4;Звіринецька;5;30;12;8
9117;155000;Печерський;Гордієнка Костя пров.;2;60;4;Кловська;5;10;35;9
9120;129000;Голосіївський;Антоновича вул. (Горького);3;70;3;Палац Україна;15;88;45;12
9123;95000;Голосіївський;Рудницького Степана вул. (Вільямса академіка);1;48;9;Виставковий центр;16;3а;19;13
9124;188000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;87;12;Виставковий центр;15;73а;45;15
9125;156809;Голосіївський;Голосіївський просп. (40-річчя Жовтня);2;77;17;Виставковий центр;26;95а;38;15
9127;61000;Дніпровський;Русанівська набережна вул.;1;38,1;14;Лівобережна;16;20;19,7;10
9128;65000;Дарницький;Чернігівська вул.;2;53;12;Вирлиця;21;8;25;17
9129;64500;Дарницький;Тростянецька вул.;3;79,2;9;Харківська;9;3;41,8;9,1
9130;27000;Дарницький;Світла вул.;1;43;24;Бориспільська;25;3;20;15
9132;115000;Дарницький;Пчілки Олени вул.;2;74;7;Позняки;25;7;23,6;25,7
9135;61000;Дарницький;Олійника Степана вул.;2;53;9;Харківська;16;7;30;8,3
9137;85000;Дарницький;Дніпровська наб.;2;68;28;Славутич;28;17в;35;16
9138;117500;Печерський;Федорова Івана вул.;3;56;3;Олімпійська;9;5;28,5;15
9141;168000;Подільський;Набережно-Рибальська дорога вул.;1;50;5;Контрактова площа;8;5;17;18
9142;60000;Святошинський;Булаховського академіка вул.;2;47;12;Академмістечко;16;42/43;26;8
9144;59990;Солом'янський;Березова вул.;1;28;3;Васильківська;4;46;18;5
9145;70000;Святошинський;Крамського Івана вул.;1;44;20;Житомирська;25;9;18;14
9148;105000;Подільський;Кирилівська вул. (Фрунзе);1;44,1;3;Тараса Шевченка;7;14/18;22,3;11,6
9149;52000;Дарницький;Харківське шосе;1;42;1;Бориспільська;20;190;18;10
9150;152000;Голосіївський;Паньківська вул.;5;137,7;4;Університет;5;25;98,4;10
9151;100000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');2;55;5;Іподром;6;8а;16;23
9153;5119028;Солом'янський;Повітрофлотський просп.;3;98,54;2;Вокзальна;26;56;51,7;23,4
9160;75000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');1;34;3;Іподром;9;12;18;9
9162;144999;Шевченківський;Шолуденка вул.;2;80,4;7;Лук'янівська;16;30;30;22
9164;60000;Подільський;Електриків пров.;2;59;2;Почайна;2;5;40;7,6
9165;51000;Дарницький;Вірменська вул.;1;41;11;Вирлиця;25;8;10,5;20,45
9166;63000;Голосіївський;Заболотного академіка вул.;1;36;14;Теремки;20;15;17;17
9168;84000;Шевченківський;Загорівська вул. (Багговутівська);2;60;4;Лук'янівська;25;25;21,6;15
9169;62000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;39;24;Іподром;25;85;17;8
9170;61000;Дарницький;Бориса Гмирі вул.;1;38;23;Позняки;25;16;18;8
9172;1450000;Печерський;Буслівська вул.;6;267;14;Видубичі;24;12;130;50
9174;680000;Печерський;Буслівська вул.;3;150;4;Видубичі;23;12;100;30
9175;52000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;22;6;Васильківська;22;26Б;12;8
9176;85000;Подільський;Андріївська вул.;1;33;2;Поштова площа;5;11/7;17,6;7,7
9177;71000;Голосіївський;Лятошинського композитора вул.;3;59,9;3;Іподром;9;26б;42,1;7,4
9178;215000;Печерський;Хрестовий пров. (Гайцана Миколи вул.);3;105;3;Арсенальна;3;8/9;65;18
9179;260000;Печерський;Лабораторний пров.;4;107;5;Олімпійська;22;7;53;23
9180;110000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);2;65,44;16;Васильківська;21;24;28,52;15,64
9181;169000;Печерський;Фортечний тупик (Тверський);2;71;15;Печерська;20;7б;32;21
9182;115000;Шевченківський;Тургенєвська вул.;3;56;5;Лук'янівська;5;74;37;8
9183;75000;Дарницький;Бажана Миколи просп.;1;53;4;Осокорки;23;10;26;12
9185;68900;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);3;70,3;8;Оболонь;9;32а;48,8;7,3
9186;410000;Печерський;Звіринецька вул.;3;150;9;Видубичі;24;59;70;21
9187;369900;Подільський;Дегтярна вул.;4;163,8;6;Контрактова площа;7;22;86,9;18
9189;80000;Печерський;Іоана Павла II вул. (Лумумби Патріса);2;44;3;Палац Україна;5;10/3;30;10
9192;52000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;56,62;10;Іподром;24;5г;30,8;7
9193;98000;Голосіївський;Глушкова академіка просп.;2;65,34;22;Іподром;24;6;30,8;7
9194;139500;Шевченківський;Глибочицька вул.;1;56;17;Контрактова площа;24;73;20;20
9198;85000;Шевченківський;Дмитрівська вул.;2;50;5;Вокзальна;9;2;29;9,3
9199;90000;Голосіївський;Журавлина;1;51,4;2;Васильківська;10;2;16,1;15
9200;83000;Голосіївський;вул. Приміська;2;71;4;Васильківська;25;26;33,28;16,85
9202;125000;Дарницький;Осокорська вул.;2;80;2;Славутич;25;2а;32,2;25,6
9203;76000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);2;50;7;Мінська;9;41;30;7
9204;62000;Дніпровський;Анатолія Солов'яненка вул. (Бойченка);3;58;2;Дарниця;9;2/6;37,3;5,9
9206;75000;Печерський;Фортечний тупик (Тверський);2;44;3;Печерська;5;6/8;30;5
9207;449990;Печерський;Звіринецька вул.;4;200;21;Видубичі;27;59;132;18
9209;104000;Шевченківський;Салютна вул.;1;30;7;Нивки;9;2;12;14
9210;33000;Солом'янський;Неходи Івана вул.;1;33;1;Вокзальна;5;3;16,5;7
9211;100000;Дарницький;Крушельницькой Соломії вул.;2;59;10;Харківська;26;13;33;9
9212;53000;Дарницький;Вербицького архітектора вул.;1;39,8;8;Харківська;9;12;30,8;9
9215;51500;Шевченківський;Білоруська вул.;1;29;3;Лук'янівська;9;28-А;14;6
9216;175000;Оболонський;Левка Лук'яненка вул. (Маршала Тимошенка);2;81;6;Мінська;24;21/19;39;20
9217;73000;Дарницький;Бориса Гмирі вул.;2;61;3;Позняки;10;5;33;14
9218;130000;Шевченківський;Теліги Олени вул.;2;78;22;Дорогожичі;25;25;60;15
9219;135000;Солом'янський;Олекси Тихого вул. (Виборзька);3;74;1;Шулявська;12;59А;43;8
9220;89000;Дарницький;Руденко Лариси вул.;3;75;12;Позняки;20;3а;31,5;8,7
9221;20000;Шевченківський;Провіантська вул. (Тимофєєвої Галі);1;19;2;Політехнічний інститут;5;15;16;3
9222;67500;Дарницький;Ахматової Анни вул.;1;47;14;Позняки;22;30;21,8;15,3
9223;430000;Шевченківський;гоголівська;4;195;13;Золоті Ворота;14;14;102;35
9226;83000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);2;69;16;Сирець;25;12а;45;20
9227;68888;Дарницький;Ревуцького вул.;2;52;4;Харківська;10;34;34;8
9228;119990;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');3;68;9;Іподром;9;6;35;22
9229;80000;Голосіївський;Заболотного академіка вул.;3;74,9;5;Теремки;18;102;41,7;8,3
9231;100000;Дарницький;Срібнокільська вул.;2;94,2;21;Позняки;24;3в;42,5;12,8
9232;265000;Подільський;Спаська вул.;2;88;4;Контрактова площа;9;35;44;20
9234;82000;Шевченківський;Вільгельма Котарбінського вул. (Кравченка Миколи);2;58,8;1;Лук'янівська;16;23;29,7;7,6
9236;125000;Шевченківський;Берестейський просп. (Перемоги);3;98,1;9;Нивки;17;67;67,4;20
9237;83000;Дарницький;Братства тарасівців вул. (Декабристів);3;84;6;Харківська;14;8;63;9
9239;120000;Дарницький;Гришка Михайла вул.;3;84;22;Позняки;26;9;58;25
9240;91500;Шевченківський;Берестейський просп. (Перемоги);1;58,1;26;Вокзальна;37;11корп3;15,5;22,8
9243;39000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');1;36,5;3;Іподром;9;5б;18,7;7,4
9244;135000;Голосіївський;Юлії Здановської вул. (Ломоносова);3;102;6;Іподром;12;58;60;19
9245;90000;Солом'янський;Практична вул.;1;45;2;Васильківська;10;3;15;13
9246;40000;Голосіївський;Юлії Здановської вул. (Ломоносова);1;30;3;Васильківська;5;19/11;15;7
9247;119000;Дарницький;Братства тарасівців вул. (Декабристів);4;130;10;Харківська;10;12/37;75;35
9250;53000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);1;43;13;Сирець;23;10а;12,5;16,5
9253;85000;Оболонський;Озерна вул.;3;62;1;Героїв Дніпра;9;20;39;7,7
9254;165000;Солом'янський;Журавлина вул.;3;77;3;Васильківська;10;2;45;13
9255;83000;Шевченківський;Жилянська вул.;1;38;12;Вокзальна;32;118;15,5;10,5
9256;1500000;Печерський;Новоселицька вул.;4;200;5;Видубичі;10;10;150;20
9257;650000;Печерський;Болсуновський пров. (Мічуріна);3;150;3;Звіринецька;9;28а;70;30
9258;250000;Печерський;Болсуновська вул. (Струтинського);2;84;10;Звіринецька;18;2;50;15
9260;50000;Солом'янський;Героїв Севастополя вул.;1;40;1;Берестейська;5;1;17;6,5
9261;195000;Голосіївський;Рудницького Степана вул. (Вільямса академіка);3;100,2;9;Виставковий центр;16;3/7;40,2;15
9262;85000;Дарницький;Срібнокільська вул.;2;54;11;Позняки;16;8А;32;9
9265;95000;Печерський;Бутишев пров. (Іванова Андрія вул.);2;45,5;8;Арсенальна;9;17;26,2;8,6
9267;55000;Дніпровський;Харківське шосе;1;37;14;Дарниця;16;2-А;21;9
9270;45150;Святошинський;Осіння вул.;1;36;4;Академмістечко;4;71;15;17
9271;110000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');2;67,6;7;Іподром;9;6;47;7,4
9272;259000;Шевченківський;Чорновола В'ячеслава вул.;3;120;4;Лук'янівська;20;25;46;50
9275;190000;Печерський;Предславинська вул.;3;84,7;1;Палац Україна;9;49;49,5;9,4
9277;57000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;10;Васильківська;21;24;14;15
9278;210000;Шевченківський;Провіантська вул. (Тимофєєвої Галі);3;128;24;Політехнічний інститут;26;3;67;30
9280;135000;Солом'янський;Патріарха Мстислава Скрипника вул.;1;51;3;Вокзальна;21;40;19;11
9281;160000;Голосіївський;Антоновича вул. (Горького);2;80;4;Площа Українських Героїв;4;19;57;15
9282;199000;Печерський;Євгена Коновальця вул. (Щорса);2;107;13;Печерська;31;19;37,5;31
9283;75000;Голосіївський;Теремківська вул.;1;50;18;Теремки;25;3А;34;15
9284;1200000;Голосіївський;Саксаганського вул.;5;250;14;Олімпійська;30;37к;160;32
9285;112990;Дарницький;Григоренка Петра просп.;4;108;13;Позняки;16;5;76,5;16
9286;149990;Дніпровський;Микільсько-Слобідська вул.;3;109;6;Лівобережна;13;2б;61;13
9287;105000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');2;67,6;2;Іподром;9;6;47;7,4
9289;75000;Печерський;Білокур Катерини вул.;2;46;1;Звіринецька;4;1;34;7
9290;125000;Дарницький;Дніпровська наб.;3;115;4;Осокорки;24;26к;54;18
9291;160000;Солом'янський;Липківського;1;50;14;Вокзальна;24;38;25;15
9292;85000;Подільський;Івана Виговського вул. (Гречка маршала);2;73,1;14;Сирець;22;10ж;30;18
9296;69900;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');1;38;4;Іподром;9;14а;18;10
9297;2915400;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;46,7;21;Виставковий центр;23;32;18,1;20,4
9298;4314400;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;73,5;18;Виставковий центр;23;32;35,3;18,4
9299;3371100;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;54;18;Васильківська;23;32;18,6;16,4
9300;3377300;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;54,1;21;Виставковий центр;23;32;18,6;18,3
9301;4426000;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;75,4;20;Виставковий центр;23;32;36,3;16,9
9302;3817300;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;64,1;19;Виставковий центр;23;32;32,9;14
9303;3823300;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;64,2;20;Виставковий центр;23;32;33,1;14,1
9304;4420100;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;75,3;19;Виставковий центр;23;32;36,4;16,8
9305;3377300;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;54,1;19;Васильківська;23;32;18,6;18,4
9306;2821700;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;45,2;18;Васильківська;23;32;17,3;18,6
9307;2921600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;46,8;18;Виставковий центр;23;32;18,2;20,3
9308;4572700;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;77,9;9;Виставковий центр;23;32-Б;33,8;15,2
9309;3371100;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;54;20;Виставковий центр;23;32-Б;18,5;18,4
9310;3083900;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;49,4;4;Виставковий центр;23;32-Б;15,2;22,6
9311;2846700;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;45,6;4;Виставковий центр;23;32-Б;16,7;17
9312;4578600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;78;4;Виставковий центр;23;32-Б;33,7;15,2
9313;4578600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;78;5;Виставковий центр;23;32-Б;33,9;15,3
9314;4578600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;78;6;Виставковий центр;23;32-Б;33,9;15,3
9315;3090100;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;49,5;11;Виставковий центр;23;32-Б;15,2;22,6
9316;3102600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;49,7;18;Виставковий центр;23;32-Б;15,2;22,7
9317;3102600;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;49,7;19;Виставковий центр;23;32-Б;15,3;22,7
9318;3096400;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;49,6;20;Виставковий центр;23;32-А;15,1;22,7
9319;3632700;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;61;18;Виставковий центр;23;32-Б;33,8;14,4
9320;4572700;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;77,9;20;Виставковий центр;23;32-Б;33,8;15,2
9321;4566800;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;77,8;22;Виставковий центр;23;32-Б;33,8;15,2
9322;4991900;Солом'янський;Максимовича вул. (Трутенка Онуфрія);3;84,4;19;Виставковий центр;23;32-Б;44,8;14,4
9323;3210543;Дарницький;Чернігівська вул.;2;58,7;24;Вирлиця;26;8;23,6;11,7
9324;39999;Дарницький;Бажана Миколи просп.;1;32;12;Бориспільська;28;17а;23;9
9325;77999;Святошинський;Приладний пров.;1;43,39;9;Академмістечко;25;10В;15,49;10,84
9328;180000;Дарницький;Дніпровська наб.;2;85;18;Осокорки;23;14б;54;21
9329;275000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);3;113;9;Васильківська;15;26б;70;7
9330;214000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);4;105;22;Виставковий центр;26;95а;46;26
9331;57000;Голосіївський;Заболотного академіка вул.;1;42,37;13;Теремки;25;15С;15,49;10,84
9332;45000;Шевченківський;Загорівська вул. (Багговутівська);1;37;1;Дорогожичі;9;1а;14;5,7
9333;77900;Голосіївський;Тетерівська вул. (Іртишська);1;50;7;Деміївська;9;8;20;18
9334;73000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;15;Васильківська;21;44;15;15
9335;164900;Голосіївський;Рудницького Степана вул. (Вільямса академіка);2;75;3;Іподром;20;19/14;36,1;17
9336;50000;Голосіївський;Докії Гуменної вул. (Смолича Юрія);1;30;4;Іподром;9;6;16;6
9337;82000;Дарницький;Кам'янська вул. (Дніпродзержинська);2;47,5;7;Вирлиця;12;127;18;25
9339;240000;Оболонський;Оболонський просп.;2;61;21;Мінська;26;26;30;20
9340;120000;Голосіївський;Антоновича вул. (Горького);3;69;6;Палац Україна;14;150;45;9
9341;82988;Шевченківський;Берестейський просп. (Перемоги);2;60;3;Шулявська;8;60;35;10
9342;70000;Солом'янський;Повітрофлотський просп.;2;44;5;Вокзальна;5;3;27;5
9343;650000;Шевченківський;Лисенка вул.;5;196,2;5;Золоті Ворота;5;8;80;35
9345;135000;Шевченківський;Тургенєвська вул.;3;69,3;1;Лук'янівська;9;70/72;50;15
9346;480000;Печерський;Саперне Поле вул.;2;92;10;Палац Україна;15;3;40;40
9347;82000;Голосіївський;Заболотного академіка вул.;1;48,25;12;Іподром;34;1;15,18;21,18
9350;495000;Печерський;Саперне Поле вул.;3;114;3;Палац Україна;16;3;70;40
9351;70000;Голосіївський;Васильківська вул.;1;28,2;16;Виставковий центр;25;100А;15,3;8
9352;257000;Оболонський;Оболонський просп.;3;80;16;Оболонь;26;1;46;14
9354;50000;Солом'янський;Ніжинська вул.;1;42,2;1;Шулявська;9;7;18,9;7,7
9355;100000;Голосіївський;Велика Китаївська вул.;2;62;20;Деміївська;24;59;33;13
9356;40999;Святошинський;Наумова генерала вул.;1;23;26;Академмістечко;27;1Б;17;5
9357;138500;Шевченківський;Данила Щербаківського вул. (Щербакова);3;116;8;Нивки;9;42;60;15
9358;77000;Дарницький;Кам'янська вул. (Дніпродзержинська);1;36;9;Вирлиця;25;128;12;15
9360;651950;Голосіївський;Антоновича вул. (Горького);2;100,3;22;Олімпійська;24;44;47,3;13
9361;80000;Дніпровський;Ентузіастів вул.;2;43,3;9;Лівобережна;9;5;28,3;6
10327;137000;Печерський;Басейна вул.;2;58;2;Палац Спорту;5;5А;32;8
10328;150000;Печерський;Лабораторний пров.;1;72;12;Олімпійська;24;7;24;23
10330;65900;Печерський;Іоана Павла II вул. (Лумумби Патріса);2;43;2;Печерська;9;13;27;6
10331;340000;Голосіївський;Володимирська вул.;3;111;13;Олімпійська;17;86а;60;30
10332;76000;Святошинський;Академіка Єфремова вул. (Уборевича командарма);3;75;5;Академмістечко;14;17;43;8
10333;145000;Шевченківський;Шолуденка вул.;2;83;5;Лук'янівська;16;30;45;25
10335;73500;Дніпровський;Микільсько-Слобідська вул.;1;42,5;16;Лівобережна;17;11;25;10,21
10336;54500;Голосіївський;Васильківська вул.;1;33;9;Голосіївська;9;6;18;7
10337;163000;Голосіївський;Голосіївська вул.;2;82;6;Деміївська;25;13б;42;13
10338;53000;Дніпровський;Соборності просп. (Возз'єднання);2;48;2;Дарниця;9;3Б;29;7
10339;63000;Святошинський;Наумова генерала вул.;1;46,6;12;Академмістечко;27;1Б;16,8;12
10341;650000;Печерський;Михайла Бойчука вул. (Кіквідзе);5;269;10;Звіринецька;11;19а;45;148
10343;115000;Голосіївський;Заболотного академіка вул.;2;72;4;Теремки;16;1;35;15
10344;99000;Дарницький;Вербицького архітектора вул.;3;81;17;Харківська;23;1В;47;11
10345;123000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;71;3;Виставковий центр;13;54А;39;14
10346;195000;Голосіївський;Тетерівська вул. (Іртишська);3;73;2;Деміївська;10;8;44;16
10347;490000;Печерський;Лютеранська вул.;3;120;4;Хрещатик;6;30;56;34
10348;80000;Оболонський;Богатирська вул.;1;40;7;Героїв Дніпра;25;6А;8;16
10352;575000;Голосіївський;Антоновича вул. (Горького);4;135;23;Олімпійська;24;44А;65;30
10353;84000;Шевченківський;Загорівська вул. (Багговутівська);2;60,3;4;Лук'янівська;24;25;22;15
10354;71000;Дарницький;Тростянецька вул.;3;69;6;Харківська;9;5а;41;8
10356;80000;Святошинський;Володимира Наумовича вул. (Антонова-Овсієнка);1;48;15;Академмістечко;24;4;22;15
10358;74999;Голосіївський;Лисогірський пров.;3;73,8;7;Видубичі;24;20;43;11
10360;69000;Дарницький;Драгоманова вул.;1;45;12;Позняки;16;44а;18;10
10361;48000;Дніпровський;Ігоря Шамо бульв. (Давидова Олексія);1;30;9;Лівобережна;17;14;16;8
10362;125000;Солом'янський;Липківского Василя вул. (Урицького);2;41;9;Вокзальна;24;38;20;15
10365;59000;Дарницький;Софії Русової вул.;1;37;25;Осокорки;25;7;18;9
10366;40000;Подільський;Теліги Олени вул.;1;22;5;Дорогожичі;9;57;13;5
10367;55000;Шевченківський;Лук'янівська вул.;1;26,5;4;Лук'янівська;9;7;13;5
10368;48000;Деснянський;Мілютенка вул.;1;31,4;8;Чернігівська;9;9а;14,8;6,7
10371;240000;Голосіївський;Тарасівська вул.;3;78;2;Олімпійська;5;29/50;53;8,3
10374;172777;Шевченківський;Берестейський просп. (Перемоги);1;59;31;Вокзальна;36;11;16;23
10375;140000;Дарницький;Зарічна вул.;2;70;14;Славутич;26;2к1;22;24
10376;71000;Оболонський;Олександра Архипенка вул. (Залки Мате);2;55,4;9;Оболонь;12;6б;30;8,4
10379;103500;Дарницький;Софії Русової вул.;3;87;14;Осокорки;25;7;46;14
10381;110000;Печерський;Лесі Українки бульв.;3;85;2;Кловська;5;16;40;16
10384;155000;Солом'янський;Нижньоключова вул.;2;63,4;12;Шулявська;25;14;30,6;13,4
10387;58000;Дніпровський;Ігоря Шамо бульв. (Давидова Олексія);1;33;5;Лівобережна;9;19;18;6
10388;180000;Солом'янський;Мокра вул. (Кудряшова);3;107;3;Вокзальна;25;18;54,5;13,7
10389;52000;Голосіївський;Лисогірський пров.;1;50;21;Видубичі;27;20;17;16
10390;184000;Подільський;Тираспольська вул.;3;86;6;Сирець;16;54;28;28
10391;145000;Голосіївський;Столичне шосе;2;59,2;8;Видубичі;25;1;27,4;23,2
10392;32000;Дарницький;Бажана Миколи просп.;1;27;4;Бориспільська;28;17;15;4
10393;55000;Дарницький;Світла вул.;2;71;9;Бориспільська;24;3-д;34;18
10394;220000;Голосіївський;Коломийський пров.;2;78;8;Васильківська;25;17/31А;58;15
10396;26000;Дарницький;Бориспільська вул.;1;32;3;Червоний хутір;3;45;17;6
10398;260000;Дарницький;Трускавецька вул.;3;90;15;Осокорки;23;8;55;30
10399;64000;Оболонський;Оболонський просп.;2;52;7;Героїв Дніпра;9;38А;30;8
10400;33000;Шевченківський;Данила Щербаківського вул. (Щербакова);1;30;4;Сирець;5;66;15,6;7
10401;187000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;53;10;Звіринецька;33;7;19;24
10402;110000;Голосіївський;Антоновича вул. (Горького);3;72;12;Либідська;12;166;41;11,8
10403;65000;Дніпровський;Каховська вул.;1;33;26;Лівобережна;26;62А;20;13
10406;950000;Печерський;Інститутська вул.;3;147;6;Хрещатик;25;18а;90;20
10407;290000;Печерський;Ділова вул.;4;170;23;Олімпійська;25;2б;130;27
10409;65000;Дарницький;Бажана Миколи просп.;1;34;7;Славутич;25;151б;20;14
10410;370000;Печерський;Євгена Коновальця вул. (Щорса);4;179;20;Печерська;26;36б;52;65
10411;55500;Дарницький;Чернігівська вул.;1;42;16;Вирлиця;24;8;13,55;17,08
10413;1671000;Печерський;Мазепи Івана вул. (Січневого Повстання);4;208,9;17;Арсенальна;20;11б;113,8;25
10417;214700;Печерський;Михайла Бойчука вул. (Кіквідзе);4;134,2;7;Видубичі;26;41б;85;25
10418;82000;Печерський;Велика Васильківська вул. (Червоноармійська);2;35;3;Палац Україна;6;97;25;4
10420;60000;Дніпровський;Ентузіастів вул.;3;57;7;Лівобережна;9;9/1;40;7
10424;592000;Печерський;Городецького архітектора вул.;3;148;5;Хрещатик;6;15;75;8
